closingPrices  SMA12          SMA26          EMA12          EMA26          MOM25          TBR24          VOL29          EMASignal      TBRSignal      VOLSignal      MOMSignal      
380.72         370.373333     361.725385     373.543031     366.854785     36.42          -0.001443      0.030655       1.0            1.0            1.0            1.0            
383.48         372.258333     363.380769     375.071795     368.086282     31.45          0.005796       0.032008       1.0            1.0            1.0            1.0            
384.58         374.144167     364.887692     376.534596     369.308039     34.21          0.002868       0.033336       1.0            1.0            1.0            1.0            
379.06         376.029167     366.139615     376.92312      370.030406     25.93          -0.014353      0.033427       1.0            1.0            1.0            1.0            
380.72         377.5          367.243077     377.507255     370.822228     27.59          -0.010037      0.031221       1.0            1.0            1.0            1.0            
377.96         378.971667     368.304231     377.576908     371.350952     19.86          -0.017214      0.030056       1.0            1.0            1.0            1.0            
377.96         379.523333     369.259231     377.635845     371.840511     18.21          -0.017214      0.029526       1.0            1.0            1.0            1.0            
377.96         379.753333     370.023077     377.685715     372.293806     20.42          -0.017214      0.02853        1.0            1.0            1.0            1.0            
380.17         379.983333     370.723462     378.067913     372.877228     20.97          -0.011467      0.027719       1.0            1.0            1.0            1.0            
379.06         380.213333     371.593846     378.220542     373.335211     16.55          -0.014353      0.026871       1.0            1.0            1.0            1.0            
376.86         380.305        372.357692     378.011228     373.596306     20.97          -0.020074      0.026421       1.0            2.0            1.0            1.0            
376.86         379.983333     372.909615     377.834116     373.838061     18.21          -0.020074      0.025897       1.0            2.0            1.0            1.0            
376.86         379.615833     373.716154     377.684252     374.061908     18.76          -0.020074      0.024965       1.0            2.0            1.0            1.0            
374.1          379.294167     374.416538     377.132829     374.06473      16.0           -0.027251      0.024122       1.0            2.0            1.0            1.0            
375.2          378.5125       375.031923     376.835471     374.148824     14.35          -0.02439       0.023527       1.0            2.0            1.0            1.0            
371.89         377.730833     375.689615     376.074629     373.981504     9.93           -0.032997      0.0218         1.0            2.0            1.0            1.0            
368.58         377.133333     376.114231     374.921609     373.581393     7.17           -0.041604      0.020407       1.0            2.0            1.0            1.0            
376.86         376.121667     376.368846     375.219823     373.824253     13.8           -0.020074      0.018922       1.0            2.0            2.0            1.0            
370.79         376.03         376.963077     374.538312     373.599494     -0.55          -0.035857      0.016956       1.0            2.0            2.0            2.0            
368.03         375.4325       377.260385     373.537033     373.186939     -7.17          -0.043034      0.015487       1.0            2.0            2.0            2.0            
365.82         374.605        377.133077     372.349797     372.64124      -9.38          -0.04878       0.014407       2.0            2.0            2.0            2.0            
365.27         373.409167     376.772308     371.260597     372.095222     -12.14         -0.050211      0.013446       2.0            2.0            2.0            2.0            
362.51         372.26         376.390385     369.914351     371.385206     -15.45         -0.057387      0.012956       2.0            2.0            2.0            2.0            
373.55         371.064167     375.817308     370.473682     371.545561     -7.17          -0.028681      0.014394       2.0            2.0            2.0            2.0            
374.65         370.788333     375.647692     371.116192     371.775519     -6.62          -0.02582       0.014436       2.0            2.0            2.0            2.0            
375.2          370.604167     375.414231     371.74447      372.029184     -5.52          -0.02439       0.014444       2.0            2.0            2.0            2.0            
373.55         370.695833     375.180769     372.022244     372.141837     -9.93          -0.028681      0.014425       2.0            2.0            2.0            2.0            
374.1          370.558333     374.905        372.341899     372.286886     -10.48         -0.017388      0.01442        1.0            1.0            2.0            2.0            
375.2          370.7425       374.544231     372.781607     372.502672     -3.86          -0.014499      0.014202       1.0            1.0            2.0            2.0            
373.55         371.294167     374.183462     372.899821     372.580252     -7.17          -0.017413      0.013888       1.0            1.0            2.0            2.0            
374.65         371.018333     373.971538     373.169079     372.733567     -3.31          -0.01452       0.013619       1.0            1.0            2.0            2.0            
370.23         371.34         373.738077     372.716913     372.548118     -7.73          -0.026146      0.012915       1.0            2.0            2.0            2.0            
374.65         371.523333     373.440769     373.014311     372.703813     -3.31          -0.01452       0.012049       1.0            1.0            2.0            2.0            
374.1          372.259167     373.313462     373.18134      372.807234     -6.07          -0.013085      0.011791       1.0            1.0            2.0            2.0            
372.44         372.995        373.165        373.067288     372.780031     -6.62          -0.011728      0.011283       1.0            1.0            2.0            2.0            
370.79         373.8225       372.867692     372.716936     372.632621     -6.07          -0.016107      0.011089       1.0            1.0            2.0            2.0            
370.23         373.5925       372.549615     372.33433      372.454649     -6.63          -0.017593      0.010931       2.0            1.0            2.0            2.0            
368.58         373.224167     372.294615     371.756741     372.167638     -8.28          -0.021971      0.010761       2.0            2.0            2.0            2.0            
380.72         372.6725       371.976154     373.135704     372.801146     6.62           0.010243       0.010331       1.0            1.0            2.0            1.0            
379.61         373.27         372.124615     374.13175      373.305506     4.41           -0.002916      0.010617       1.0            1.0            2.0            1.0            
393.41         373.729167     372.336538     377.097635     374.794728     21.52          0.033332       0.010967       1.0            1.0            2.0            1.0            
391.2          375.246667     373.036923     379.26723      376.009933     22.62          -0.005618      0.014811       1.0            1.0            2.0            1.0            
392.31         376.7175       373.779615     381.27381      377.217345     15.45          -0.002796      0.017121       1.0            1.0            2.0            1.0            
400.58         378.189167     374.692308     384.243993     378.947912     29.79          0.018225       0.019334       1.0            1.0            2.0            1.0            
402.24         380.718333     375.604615     387.012609     380.673252     34.21          0.004144       0.023114       1.0            1.0            1.0            1.0            
404.44         383.0175       376.814231     389.693746     382.433752     38.62          0.005469       0.026416       1.0            1.0            1.0            1.0            
407.2          385.545833     378.214615     392.387016     384.268289     41.93          0.006824       0.029312       1.0            1.0            1.0            1.0            
406.1          388.4425       379.806154     394.496706     385.885453     43.59          -0.002701      0.032528       1.0            1.0            1.0            1.0            
401.13         391.385        381.376538     395.517213     387.014679     27.58          -0.014907      0.034743       1.0            1.0            1.0            1.0            
394.51         393.96         382.861923     395.362257     387.569888     19.86          -0.031164      0.035576       1.0            2.0            1.0            1.0            
397.82         396.120833     383.668077     395.740371     388.329156     22.62          -0.023035      0.035235       1.0            2.0            1.0            1.0            
391.75         397.545833     384.559231     395.126468     388.582552     18.2           -0.037942      0.03492        1.0            2.0            1.0            1.0            
388.99         398.5575       385.195769     394.182396     388.612733     14.89          -0.04472       0.033538       1.0            2.0            1.0            1.0            
392.86         398.189167     385.789615     393.97895      388.927345     17.66          -0.035216      0.033159       1.0            2.0            1.0            1.0            
391.2          398.3275       386.511154     393.551419     389.09569      17.65          -0.039293      0.032954       1.0            2.0            1.0            1.0            
390.65         398.235        387.126538     393.105047     389.210824     16.0           -0.040643      0.032645       1.0            2.0            1.0            1.0            
395.06         397.4075       387.784231     393.405809     389.644096     24.83          -0.029813      0.032107       1.0            2.0            1.0            1.0            
405.55         396.809167     388.569231     395.274146     390.822311     30.9           -0.004052      0.031719       1.0            1.0            1.0            1.0            
403.89         396.901667     389.927692     396.599662     391.790288     29.79          -0.008129      0.03223        1.0            1.0            1.0            1.0            
405.55         396.625833     391.052308     397.976637     392.809526     33.11          -0.004052      0.032152       1.0            1.0            1.0            1.0            
405.55         396.58         392.261923     399.14177      393.753265     34.76          -0.004052      0.032144       1.0            1.0            1.0            1.0            
406.1          396.948333     393.535385     400.212267     394.667838     35.87          -0.002701      0.031294       1.0            1.0            1.0            1.0            
402.79         397.914167     394.893462     400.608841     395.26948      34.21          -0.01083       0.030832       1.0            1.0            1.0            1.0            
412.17         398.328333     396.145769     402.387481     396.52137      31.45          0.012205       0.02978        1.0            1.0            1.0            1.0            
411.07         400.03         397.822308     403.723253     397.599046     31.46          -0.002669      0.029096       1.0            1.0            1.0            1.0            
417.13         401.87         398.989615     405.785829     399.045783     23.72          0.012034       0.027525       1.0            1.0            1.0            1.0            
418.24         403.8925       400.432692     407.701855     400.467577     27.04          0.002661       0.026097       1.0            1.0            1.0            1.0            
415.48         406.145833     401.387692     408.898493     401.579608     23.17          -0.006599      0.023661       1.0            1.0            1.0            1.0            
415.48         408.215        402.321538     409.911033     402.609267     14.9           -0.006599      0.0229         1.0            1.0            1.0            1.0            
409.96         409.916667     403.212692     409.918566     403.153766     7.72           -0.019797      0.021476       1.0            1.0            1.0            1.0            
407.2          410.284167     403.573462     409.500325     403.453487     2.76           -0.026396      0.021333       1.0            2.0            1.0            1.0            
411.07         410.56         403.764231     409.741813     404.017673     3.87           -0.017143      0.020701       1.0            1.0            1.0            1.0            
416.58         411.02         404.019231     410.793842     404.948216     10.48          -0.003969      0.020311       1.0            1.0            1.0            1.0            
420.45         411.939167     404.38         412.279405     406.096496     19.32          0.005284       0.021011       1.0            1.0            1.0            1.0            
420.45         413.135        404.931923     413.53642      407.159719     25.94          0.0            0.022154       1.0            1.0            1.0            1.0            
420.45         414.606667     405.675        414.600048     408.144184     22.63          0.0            0.023181       1.0            1.0            1.0            1.0            
421.0          415.296667     406.672692     415.584656     409.096467     29.25          0.001308       0.024095       1.0            1.0            1.0            1.0            
420.45         416.124167     407.564231     416.33317      409.937469     31.46          -0.001306      0.024983       1.0            1.0            1.0            1.0            
419.34         416.400833     408.668077     416.795759     410.633953     26.48          -0.003943      0.025563       1.0            1.0            1.0            1.0            
422.65         416.4925       409.835385     417.696411     411.524031     31.45          0.003919       0.025363       1.0            1.0            1.0            1.0            
421.55         417.09         410.981154     418.289271     412.266695     30.9           -0.002603      0.025657       1.0            1.0            1.0            1.0            
420.45         417.595833     412.148462     418.621691     412.872866     25.39          -0.005205      0.024915       1.0            1.0            1.0            1.0            
421.55         418.47         413.294615     419.0722       413.515617     16.0           -0.002603      0.023307       1.0            1.0            1.0            1.0            
422.1          419.665833     414.313462     419.538015     414.151497     18.21          -0.001301      0.022137       1.0            1.0            1.0            1.0            
422.1          420.585        414.95         419.932167     414.740275     16.55          -0.001301      0.020337       1.0            1.0            1.0            1.0            
421.55         421.045        415.650385     420.181064     415.244699     16.0           -0.002603      0.017876       1.0            1.0            2.0            1.0            
418.24         421.136667     416.265769     419.882439     415.466573     12.14          -0.010434      0.015841       1.0            1.0            2.0            1.0            
421.0          420.9525       416.753846     420.054371     415.876456     18.21          -0.003904      0.015266       1.0            1.0            2.0            1.0            
422.1          420.998333     417.326923     420.369083     416.337459     9.93           -0.001301      0.014467       1.0            1.0            2.0            1.0            
422.65         421.09         418.069615     420.719993     416.805055     11.58          0.0            0.013846       1.0            1.0            2.0            1.0            
418.79         421.273333     418.472692     420.423071     416.952088     1.66           -0.009133      0.013099       1.0            1.0            2.0            1.0            
419.89         421.2275       418.769615     420.34106      417.169711     1.65           -0.00653       0.012076       1.0            1.0            2.0            1.0            
418.24         420.9975       418.875769     420.01782      417.248992     2.76           -0.010434      0.01002        1.0            1.0            2.0            1.0            
419.34         420.721667     418.875769     419.91354      417.403881     3.86           -0.007832      0.009624       1.0            1.0            2.0            1.0            
414.38         420.629167     419.024231     419.062226     417.17989      4.42           -0.019567      0.009013       1.0            1.0            2.0            1.0            
412.72         420.031667     418.981923     418.086499     416.849528     5.52           -0.023495      0.009194       1.0            2.0            2.0            1.0            
407.2          419.25         419.088077     416.411653     416.134748     -3.87          -0.036555      0.009562       1.0            2.0            2.0            2.0            
409.41         418.008333     419.088077     415.334476     415.636619     -7.17          -0.031326      0.010702       2.0            2.0            2.0            2.0            
411.07         416.996667     419.024231     414.678403     415.298351     -9.38          -0.027399      0.011326       2.0            2.0            2.0            2.0            
408.31         416.399167     418.812308     413.698649     414.780695     -12.14         -0.033929      0.011179       2.0            2.0            2.0            2.0            
408.31         415.341667     418.345385     412.869626     414.301384     -12.14         -0.033929      0.010973       2.0            2.0            2.0            2.0            
409.96         414.1925       417.878462     412.421991     413.9798       -11.04         -0.030025      0.011384       2.0            2.0            2.0            2.0            
404.44         413.135        417.475        411.193992     413.273148     -16.01         -0.043085      0.011909       2.0            2.0            2.0            2.0            
407.75         411.939167     416.838077     410.664147     412.864026     -11.59         -0.035254      0.013203       2.0            2.0            2.0            2.0            
404.44         410.9275       416.349615     409.706586     412.240024     -18.21         -0.043085      0.013761       2.0            2.0            2.0            2.0            
400.03         409.7775       415.776538     408.21788      411.335578     -21.52         -0.053519      0.01469        2.0            2.0            2.0            2.0            
395.62         408.168333     414.906538     406.279745     410.171461     -24.83         -0.063954      0.016171       2.0            2.0            2.0            2.0            
393.96         406.605        413.909231     404.3844       408.970612     -27.59         -0.067881      0.018244       2.0            2.0            2.0            2.0            
402.24         405.041667     412.890385     404.054492     408.472048     -19.86         -0.048291      0.020289       2.0            2.0            1.0            2.0            
399.48         404.628333     412.147692     403.350724     407.80597      -22.62         -0.054821      0.020524       2.0            2.0            1.0            2.0            
402.79         403.800833     411.277692     403.264459     407.434417     -18.76         -0.046989      0.021032       2.0            2.0            1.0            2.0            
405.55         403.110833     410.535        403.616081     407.294831     -12.69         -0.040459      0.021131       2.0            2.0            1.0            2.0            
407.2          402.880833     409.919615     404.167453     407.287806     -13.8          -0.036555      0.020831       2.0            2.0            1.0            2.0            
407.2          402.788333     409.495        404.633999     407.281302     -14.9          -0.036555      0.020302       2.0            2.0            1.0            2.0            
406.65         402.558333     408.964231     404.944153     407.234539     -16.0          -0.031532      0.019677       2.0            2.0            2.0            2.0            
406.65         402.7425       408.37         405.206591     407.19124      -12.14         -0.031532      0.019034       2.0            2.0            2.0            2.0            
407.75         402.650833     407.754615     405.597885     407.23263      -12.14         -0.027639      0.01867        2.0            2.0            2.0            2.0            
415.48         402.926667     407.33         407.11821      407.843546     -2.76          -0.009205      0.017886       2.0            1.0            2.0            2.0            
418.79         404.214167     407.160385     408.91387      408.654394     -0.55          0.007967       0.017103       1.0            1.0            2.0            2.0            
423.2          406.145        407.181538     411.111736     409.731846     8.82           0.01053        0.016527       1.0            1.0            2.0            1.0            
427.62         408.581667     407.33         413.651469     411.056894     14.9           0.010444       0.017198       1.0            1.0            2.0            1.0            
425.41         410.696667     407.839231     415.460474     412.120087     18.21          -0.005168      0.018532       1.0            1.0            2.0            1.0            
424.86         412.8575       408.327308     416.906555     413.063784     15.45          -0.006454      0.019521       1.0            1.0            2.0            1.0            
418.24         414.696667     409.006538     417.1117       413.447207     7.17           -0.021935      0.020252       1.0            2.0            1.0            1.0            
416.58         415.754167     409.346154     417.0299       413.679266     8.27           -0.025817      0.020518       1.0            2.0            1.0            1.0            
410.51         416.535833     409.558077     416.026838     413.444506     2.2            -0.040012      0.020711       1.0            2.0            1.0            1.0            
413.82         416.811667     409.642692     415.687324     413.47232      3.86           -0.032272      0.020681       1.0            2.0            1.0            1.0            
409.41         417.409167     409.854615     414.721582     413.171407     4.97           -0.042585      0.020757       1.0            2.0            1.0            1.0            
408.31         417.639167     409.833462     413.735185     412.811303     0.56           -0.045157      0.020752       1.0            2.0            1.0            1.0            
411.07         417.685833     409.982308     413.325157     412.682318     6.63           -0.038703      0.020752       1.0            2.0            1.0            1.0            
411.07         417.318333     410.11         412.97821      412.562887     11.04          -0.038703      0.020744       1.0            2.0            1.0            1.0            
414.38         416.675        410.365        413.19387      412.697488     18.76          -0.030962      0.02075        1.0            2.0            1.0            1.0            
409.96         415.94         410.916923     412.696352     412.494711     16.0           -0.041298      0.020671       1.0            2.0            1.0            1.0            
408.31         414.468333     411.468462     412.021529     412.184732     6.07           -0.045157      0.020636       2.0            2.0            1.0            1.0            
410.51         413.043333     412.020385     411.788986     412.060678     11.03          -0.040012      0.020476       2.0            2.0            1.0            1.0            
409.96         411.8475       412.338462     411.507604     411.905072     7.17           -0.041298      0.019893       2.0            2.0            2.0            1.0            
410.51         411.1575       412.741538     411.354126     411.801733     4.96           -0.040012      0.018617       2.0            2.0            2.0            1.0            
408.31         410.651667     413.038462     410.885799     411.543086     1.11           -0.045157      0.016819       2.0            2.0            2.0            1.0            
409.96         410.468333     413.144615     410.743368     411.42582      2.76           -0.041298      0.016314       2.0            2.0            2.0            1.0            
409.41         410.146667     413.250769     410.538234     411.2765       2.76           -0.042585      0.015289       2.0            2.0            2.0            1.0            
411.07         410.146667     413.335769     410.620044     411.261204     4.42           -0.038703      0.014705       2.0            2.0            2.0            1.0            
411.62         410.376667     413.505769     410.773883     411.287781     3.87           -0.037416      0.014358       2.0            2.0            2.0            1.0            
415.48         410.4225       413.696923     411.497901     411.598316     0.0            -0.02839       0.014133       2.0            2.0            2.0            0.0            
422.1          410.79         413.994231     413.128993     412.376219     3.31           -0.012909      0.01391        1.0            1.0            2.0            1.0            
422.65         411.433333     414.248846     414.593763     413.13724      -0.55          -0.011622      0.014078       1.0            1.0            2.0            2.0            
419.89         412.490833     414.397308     415.408569     413.637444     -7.73          -0.012976      0.014189       1.0            1.0            2.0            2.0            
422.1          413.455833     414.27         416.43802      414.2643       -3.31          -0.006496      0.014046       1.0            1.0            2.0            2.0            
420.45         414.421667     414.057692     417.055248     414.7225       -4.41          -0.005205      0.014402       1.0            1.0            2.0            2.0            
412.17         415.295833     413.866923     416.303671     414.533426     -6.07          -0.024796      0.014505       1.0            2.0            2.0            2.0            
406.65         415.434167     413.378846     414.818491     413.949469     -9.93          -0.037856      0.014083       1.0            2.0            2.0            2.0            
414.38         415.295833     412.933077     414.751031     413.98136      3.87           -0.019567      0.013239       1.0            1.0            2.0            1.0            
414.38         415.664167     412.848462     414.693949     414.010889     0.56           -0.019567      0.012179       1.0            1.0            2.0            1.0            
407.75         416.078333     412.997308     413.625649     413.547119     -1.66          -0.035254      0.011057       1.0            2.0            2.0            2.0            
409.96         415.801667     412.763846     413.061703     413.281406     1.65           -0.030025      0.011074       2.0            2.0            2.0            1.0            
412.17         415.663333     412.785        412.924518     413.19908      1.1            -0.024796      0.011016       2.0            2.0            2.0            1.0            
415.48         415.3875       412.933462     413.317669     413.368037     4.41           -0.016964      0.010974       2.0            1.0            2.0            1.0            
421.0          414.835833     413.103077     414.499566     413.933368     6.62           -0.003904      0.011032       1.0            1.0            2.0            1.0            
419.34         414.698333     413.485        415.244248     414.333859     9.38           -0.007832      0.011492       1.0            1.0            2.0            1.0            
421.55         414.6525       413.675769     416.214364     414.868388     13.24          -0.002603      0.011577       1.0            1.0            2.0            1.0            
422.65         414.606667     414.121538     417.204462     415.444804     12.14          0.0            0.012034       1.0            1.0            2.0            1.0            
421.55         414.79         414.673077     417.873006     415.897041     11.59          -0.002603      0.012548       1.0            1.0            2.0            1.0            
419.34         415.571667     415.097692     418.098697     416.152075     8.83           -0.007832      0.012943       1.0            1.0            2.0            1.0            
417.13         416.629167     415.458462     417.949667     416.224514     8.82           -0.01306       0.012927       1.0            1.0            2.0            1.0            
419.89         416.858333     415.713077     418.24818      416.496031     9.93           -0.00653       0.012602       1.0            1.0            2.0            1.0            
425.41         417.3175       416.158462     419.349998     417.156325     16.0           0.00653        0.012574       1.0            1.0            2.0            1.0            
423.76         418.789167     416.752692     420.02846      417.645486     12.69          -0.003879      0.013025       1.0            1.0            2.0            1.0            
421.55         419.939167     417.304615     420.262543     417.934709     9.93           -0.009074      0.01319        1.0            1.0            2.0            1.0            
424.86         420.720833     417.707692     420.969844     418.447694     9.38           -0.001293      0.012819       1.0            1.0            2.0            1.0            
423.2          421.5025       418.216923     421.312945     418.799717     1.1            -0.005195      0.012855       1.0            1.0            2.0            1.0            
416.58         421.685833     418.513846     420.5848       418.635294     -6.07          -0.020756      0.012546       1.0            2.0            2.0            2.0            
418.24         421.455833     418.301538     420.224062     418.606013     -1.65          -0.016854      0.012173       1.0            1.0            2.0            2.0            
418.24         421.18         418.131923     419.918822     418.578901     -3.86          -0.016854      0.011808       1.0            1.0            2.0            2.0            
418.24         420.8125       418.068462     419.660542     418.553797     -2.21          -0.016854      0.011735       1.0            1.0            2.0            2.0            
414.93         420.536667     417.92         418.932766     418.285368     2.76           -0.024635      0.011621       1.0            2.0            2.0            1.0            
416.58         420.169167     417.707692     418.570802     418.159044     9.93           -0.020756      0.011546       1.0            2.0            2.0            1.0            
401.13         420.123333     417.877308     415.887602     416.897633     -13.25         -0.057074      0.011534       2.0            2.0            2.0            2.0            
405.55         418.56         417.665        414.297202     416.057068     -8.83          -0.046684      0.013522       2.0            2.0            2.0            2.0            
416.86         416.905        417.325385     414.691479     416.116544     9.11           -0.020098      0.014373       2.0            2.0            2.0            1.0            
418.79         416.33         417.420769     415.322021     416.314578     8.83           -0.015561      0.014221       2.0            1.0            2.0            1.0            
419.34         416.1          417.845385     415.940172     416.538683     7.17           -0.014269      0.013454       2.0            1.0            2.0            1.0            
419.34         415.64         418.206154     416.463222     416.746188     3.86           -0.014269      0.013414       2.0            1.0            2.0            1.0            
417.13         415.318333     418.481923     416.565803     416.774619     -3.87          -0.019464      0.01336        2.0            1.0            2.0            2.0            
416.58         415.364167     418.545385     416.567987     416.760203     -2.76          -0.020756      0.01259        2.0            2.0            2.0            2.0            
417.13         415.225833     418.375385     416.654451     416.787595     -4.42          -0.019464      0.012078       2.0            1.0            2.0            2.0            
419.34         415.133333     418.290385     417.067612     416.976662     -3.31          -0.014269      0.011779       1.0            1.0            2.0            2.0            
421.55         415.225        418.205385     417.75721      417.315428     0.0            -0.009074      0.011712       1.0            1.0            2.0            0.0            
423.76         415.776667     418.163077     418.680716     417.792804     4.42           -0.003879      0.011737       1.0            1.0            2.0            1.0            
423.2          416.375        418.248077     419.37599      418.193337     6.07           -0.005195      0.011953       1.0            1.0            2.0            1.0            
424.86         418.214167     418.396538     420.219684     418.687164     4.97           -0.001293      0.012052       1.0            1.0            2.0            1.0            
424.86         419.823333     418.693846     420.933579     419.144411     -0.55          0.0            0.01223        1.0            1.0            2.0            2.0            
421.55         420.49         418.885        421.028413     419.322603     -2.21          -0.007791      0.012458       1.0            1.0            2.0            2.0            
424.31         420.72         418.736538     421.533273     419.69204      2.76           -0.001295      0.012509       1.0            1.0            2.0            1.0            
423.2          421.134167     418.757692     421.789693     419.951889     -1.66          -0.003907      0.012686       1.0            1.0            2.0            2.0            
424.86         421.455833     418.821154     422.262048     420.315453     1.66           0.0            0.012799       1.0            1.0            2.0            1.0            
423.76         422.1          418.821154     422.492502     420.570605     7.18           -0.002589      0.01275        1.0            1.0            2.0            1.0            
419.34         422.698333     418.842692     422.007502     420.479449     1.1            -0.012993      0.01275        1.0            1.0            2.0            1.0            
416.03         422.8825       418.948846     421.087886     420.14986      -2.21          -0.020783      0.012712       1.0            2.0            2.0            2.0            
411.07         422.606667     418.863846     419.546673     419.477278     -7.17          -0.032458      0.012532       1.0            2.0            2.0            2.0            
416.03         421.733333     418.588077     419.005646     419.221924     1.1            -0.020783      0.01284        2.0            2.0            2.0            1.0            
417.13         421.089167     418.503077     418.717085     419.066967     0.55           -0.018194      0.012859       2.0            1.0            2.0            1.0            
414.93         420.583333     418.587692     418.134457     418.760525     13.8           -0.023372      0.012873       2.0            2.0            2.0            1.0            
416.58         419.755833     418.524231     417.89531      418.599005     11.03          -0.019489      0.012967       2.0            1.0            2.0            1.0            
420.45         419.065833     419.118462     418.288339     418.736116     3.59           -0.01038       0.012991       2.0            1.0            2.0            1.0            
423.2          418.974167     419.691538     419.043979     419.066774     4.41           -0.003907      0.012929       2.0            1.0            2.0            1.0            
427.62         418.881667     419.935385     420.363367     419.700346     8.28           0.006496       0.013054       1.0            1.0            2.0            1.0            
432.03         419.25         420.275        422.158234     420.613654     12.69          0.010313       0.010964       1.0            1.0            2.0            1.0            
438.65         419.8475       420.763077     424.695429     421.94968      21.52          0.015323       0.010326       1.0            1.0            2.0            1.0            
439.76         421.088333     421.505769     427.013055     423.268963     23.18          0.00253        0.012822       1.0            1.0            2.0            1.0            
437.0          422.79         422.376154     428.549508     424.286077     19.87          -0.006276      0.015032       1.0            1.0            2.0            1.0            
440.31         424.5375       423.161538     430.358814     425.473034     20.97          0.001251       0.016292       1.0            1.0            2.0            1.0            
435.89         426.974167     424.053077     431.209766     426.244661     14.34          -0.010038      0.017887       1.0            1.0            2.0            1.0            
435.89         428.629167     424.689615     431.929802     426.959131     12.13          -0.010038      0.018429       1.0            1.0            2.0            1.0            
432.58         430.1925       425.241154     432.029832     427.375492     9.38           -0.017556      0.018785       1.0            1.0            2.0            1.0            
427.62         431.663333     425.580385     431.351396     427.393604     2.76           -0.028821      0.018755       1.0            2.0            2.0            1.0            
425.41         432.583333     425.750385     430.437335     427.24667      0.55           -0.03384       0.018588       1.0            2.0            2.0            1.0            
427.07         432.996667     425.771538     429.919283     427.233583     5.52           -0.03007       0.018501       1.0            2.0            2.0            1.0            
430.38         433.319167     425.856538     429.990163     427.466651     6.07           -0.022552      0.018489       1.0            2.0            2.0            1.0            
433.14         433.549167     426.196154     430.474753     427.886899     9.94           -0.016284      0.018549       1.0            1.0            2.0            1.0            
436.45         433.641667     426.535769     431.394022     428.521203     11.59          -0.008767      0.018782       1.0            1.0            2.0            1.0            
436.45         433.458333     427.045385     432.171865     429.108521     12.69          -0.008767      0.019253       1.0            1.0            2.0            1.0            
439.21         433.1825       427.491154     433.254655     429.856779     19.87          -0.002498      0.019537       1.0            1.0            2.0            1.0            
445.83         433.366667     428.085385     435.189323     431.039981     29.8           0.012537       0.020131       1.0            1.0            1.0            1.0            
449.14         433.826667     429.104231     437.335581     432.380723     38.07          0.007424       0.021419       1.0            1.0            1.0            1.0            
438.65         434.930833     430.377692     437.537799     432.845114     22.62          -0.023356      0.023044       1.0            2.0            1.0            1.0            
438.1          435.160833     431.438462     437.624291     433.234365     20.97          -0.02458       0.023217       1.0            2.0            1.0            1.0            
447.48         435.620833     432.287308     439.140554     434.289597     32.55          -0.003696      0.022972       1.0            1.0            1.0            1.0            
444.17         437.275833     433.454615     439.914315     435.021479     27.59          -0.011066      0.023111       1.0            1.0            1.0            1.0            
445.27         438.839167     434.579231     440.738267     435.780629     24.82          -0.008616      0.021836       1.0            1.0            1.0            1.0            
441.41         440.355833     435.682692     440.841611     436.197619     18.21          -0.017211      0.021157       1.0            1.0            1.0            1.0            
440.31         441.275        436.488846     440.759825     436.50224      12.69          -0.01966       0.02008        1.0            1.0            1.0            1.0            
439.76         441.8725       437.146923     440.606006     436.743556     7.73           -0.020884      0.018274       1.0            2.0            2.0            1.0            
442.52         442.148333     437.613846     440.900467     437.171441     3.87           -0.014739      0.016394       1.0            1.0            2.0            1.0            
444.17         442.654167     438.017308     441.403472     437.689853     4.41           -0.011066      0.015079       1.0            1.0            2.0            1.0            
445.83         443.0675       438.229615     442.084476     438.292827     8.83           -0.00737       0.014117       1.0            1.0            2.0            1.0            
462.38         443.0675       438.463077     445.206864     440.077062     22.07          0.029479       0.013804       1.0            1.0            2.0            1.0            
464.03         444.170833     439.439231     448.102731     441.851354     28.14          0.003568       0.016751       1.0            1.0            2.0            1.0            
465.14         446.285833     440.351538     450.723849     443.576439     29.25          0.002392       0.019594       1.0            1.0            2.0            1.0            
463.48         448.539167     441.476538     452.686334     445.050777     30.9           -0.003569      0.022103       1.0            1.0            1.0            1.0            
466.24         449.8725       442.537692     454.771513     446.620349     38.62          0.002365       0.023829       1.0            1.0            1.0            1.0            
466.24         451.711667     443.832308     456.535896     448.073656     40.83          0.0            0.025772       1.0            1.0            1.0            1.0            
462.38         453.459167     445.317692     457.434989     449.133385     35.31          -0.008279      0.027245       1.0            1.0            1.0            1.0            
455.76         455.206667     446.739615     457.177298     449.624245     25.38          -0.022478      0.027981       1.0            2.0            1.0            1.0            
455.76         456.494167     447.843077     456.959252     450.078745     22.62          -0.022478      0.027774       1.0            2.0            1.0            1.0            
457.41         457.8275       448.819231     457.028598     450.621801     20.96          -0.018939      0.026921       1.0            1.0            1.0            1.0            
462.93         459.068333     449.752692     457.936506     451.533519     26.48          -0.007099      0.025645       1.0            1.0            1.0            1.0            
462.38         460.631667     450.771154     458.62012      452.336962     23.17          -0.008279      0.024758       1.0            1.0            1.0            1.0            
464.03         462.010833     451.768462     459.452409     453.203113     18.2           -0.00474       0.023996       1.0            1.0            1.0            1.0            
456.86         462.148333     452.723077     459.053577     453.473994     7.72           -0.020118      0.023494       1.0            2.0            1.0            1.0            
451.9          461.550833     453.147308     457.953027     453.357402     13.25          -0.030757      0.022736       1.0            2.0            1.0            1.0            
